Parent Tag,Parent ID,Child Tag,Child ID
.net-4.6.1,116106,iis,215
.net-4.6.1,116106,tls1.2,112688
.net-4.6.1,116106,.net-framework-version,14786
.net-4.6.1,116106,.net-4.6,108209
.net-4.6.1,116106,sql-server,72
.net-4.6.1,116106,xaml,1117
.net-4.6.1,116106,visual-studio-2012,80825
.net-4.6.2,121327,.net-4.6.2,121327
.net-4.6.2,121327,c#,9
.net-4.6.2,121327,.net,1
.net-4.6.2,121327,asp.net,96
.net-4.6.2,121327,wpf,378
.net-4.6.2,121327,visual-studio-2017,123095
.net-4.6.2,121327,asp.net-mvc,470
.net-4.6.2,121327,azure,14158
.net-4.6.2,121327,.net-core,108163
.net-4.6.2,121327,visual-studio-2015,108143
.net-4.6.2,121327,msbuild,265
.net-4.6.2,121327,.net-standard,123889
.net-4.6.2,121327,vb.net,41
.net-4.6.2,121327,winforms,36252
.net-4.6.2,121327,asp.net-core,117274
.net-4.6.2,121327,visual-studio,33953
.net-4.6.2,121327,xml,19
.net-4.6.2,121327,windows,64
.net-4.6.2,121327,async-await,62752
.net-4.6.2,121327,task,10001
.net-4.6.2,121327,clickonce,652
.net-4.6.2,121327,.net-standard-2.0,127983
.net-4.6.2,121327,.net-4.6,108209
.net-4.6.2,121327,.net-4.6.1,116106
.net-4.6.2,121327,multithreading,1381
.net-4.6.2,121327,xaml,1117
.net-4.6.2,121327,wcf,752
.net-4.6.2,121327,ssl,641
.net-4.6.2,121327,iis,215
.net-4.6.2,121327,asp.net-web-api,77497
.net-4.7,125785,.net-4.7,125785
.net-4.7,125785,c#,9
.net-4.7,125785,.net,1
.net-4.7,125785,visual-studio-2017,123095
.net-4.7,125785,wpf,378
.net-4.7,125785,asp.net,96
.net-4.7,125785,.net-core,108163
.net-4.7,125785,windows,64
.net-4.7,125785,azure,14158
.net-4.7,125785,winforms,36252
.net-4.7,125785,asp.net-core,117274
.net-4.7,125785,asp.net-web-api,77497
.net-4.7,125785,httpclient,8859
.net-4.7,125785,.net-4.5,73011
.net-4.7,125785,.net-standard,123889
.net-4.7,125785,sql-server,72
.net-4.7,125785,xml,19
.net-4.7,125785,asp.net-mvc,470
.net-4.7,125785,vb.net,41
.net-4.7,125785,visual-studio,33953
.net-4.7,125785,linq,28
.net-4.7,125785,iis,215
.net-4.7,125785,async-await,62752
.net-4.7,125785,asp.net-mvc-5,93378
.net-4.7,125785,web-config,4528
.net-4.7,125785,asp.net-web-api2,97787
.net-4.7,125785,task,10001
.net-4.7,125785,owin,87548
.net-4.7,125785,sql-server-2016,113031
.net-4.7,125785,.net-standard-2.0,127983
.net-4.7.1,129757,.net-4.7.1,129757
.net-4.7.1,129757,c#,9
.net-4.7.1,129757,.net,1
.net-4.7.1,129757,visual-studio-2017,123095
.net-4.7.1,129757,asp.net,96
.net-4.7.1,129757,azure,14158
.net-4.7.1,129757,.net-standard-2.0,127983
.net-4.7.1,129757,asp.net-mvc,470
.net-4.7.1,129757,.net-core,108163
.net-4.7.1,129757,dll,457
.net-4.7.1,129757,vb.net,41
.net-4.7.1,129757,asp.net-web-api,77497
.net-4.7.1,129757,azure-devops,116537
.net-4.7.1,129757,binary,368
.net-4.7.1,129757,nuget,62770
.net-4.7.1,129757,windows-services,2596
.net-4.7.1,129757,bit-manipulation,4088
.net-4.7.1,129757,.net-4.5,73011
.net-4.7.1,129757,dotnet-httpclient,79880
.net-4.7.1,129757,azure-keyvault,115666
.net-4.7.1,129757,.net-framework-version,14786
.net-4.7.1,129757,.net-4.7,125785
.net-4.7.1,129757,c++,10
.net-4.7.1,129757,wpf,378
.net-4.7.1,129757,windows,64
.net-4.7.1,129757,amazon-web-services,33388
.net-4.7.1,129757,visual-studio,33953
.net-4.7.1,129757,winforms,36252
.net-4.7.1,129757,linq,28
.net-4.7.1,129757,unit-testing,1931
.net-4.7.2,0,c#,9
.net-4.7.2,0,.net,1
.net-4.7.2,0,wpf,378
.net-4.7.2,0,asp.net,96
.net-4.7.2,0,winforms,36252
.net-4.7.2,0,vb.net,41
.net-4.7.2,0,iis,215
.net-4.7.2,0,nuget,62770
.net-4.7.2,0,visual-studio,33953
.net-4.7.2,0,.net-standard-2.0,127983
.net-4.7.2,0,azure,14158
.net-4.7.2,0,entity-framework,2535
.net-4.7.2,0,visual-studio-2017,123095
.net-4.7.2,0,.net-framework-version,14786
.net-4.7.2,0,asp.net-web-api,77497
.net-4.7.2,0,.net-core,108163
.net-4.7.2,0,webforms,2823
.net-4.7.2,0,msbuild,265
.net-4.7.2,0,azure-devops,116537
.net-4.7.2,0,autofac,16199
.net-4.7.2,0,asp.net-mvc,470
.net-4.7.2,0,xaml,1117
.net-4.7.2,0,azure-active-directory,93887
.net-4.7.2,0,entity-framework-6,85897
.net-4.7.2,0,tls1.2,112688
.net-4.7.2,0,dotnet-httpclient,79880
.net-4.8,0,c#,9
.net-4.8,0,.net,1
.net-4.8,0,asp.net,96
.net-4.8,0,visual-studio,33953
.net-4.8,0,winforms,36252
.net-4.8,0,wpf,378
.net-4.8,0,.net-core,108163
.net-4.8,0,asp.net-mvc,470
.net-4.8,0,vb.net,41
.net-4.8,0,.net-standard-2.0,127983
.net-4.8,0,asp.net-web-api,77497
.net-4.8,0,azure,14158
.net-4.8,0,docker,90304
.net-4.8,0,nuget,62770
.net-4.8,0,.net-framework-version,14786
.net-4.8,0,webforms,2823
.net-4.8,0,entity-framework,2535
.net-4.8,0,sql-server,72
.net-4.8,0,windows,64
.net-4.8,0,asp.net-core,117274
.net-4.8,0,msbuild,265
.net-4.8,0,json.net,16268
.net-4.8,0,dependency-injection,2775
.net-4.8,0,wcf,752
.net-4.8,0,entity-framework-6,85897
.net-5,0,c#,9
.net-5,0,asp.net-core,117274
.net-5,0,.net,1
.net-5,0,.net-core,108163
.net-5,0,entity-framework-core,104801
.net-5,0,blazor,128748
